index,original_gen_str,reason
2868," description
0.65 0.26 0.19
Tc
0.91 0.66 0.69
Tc
0.40 0.86 0.69
Tc
0.91 0.36 0.69
Tc
0.40 0.16 0.69
Tc
0.65 0.76 0.19
Tc
0.15 0.26 0.19
Sb
0.15 0.76 0.94
Sb
0.15 0.76 0.43
As
0.65 0.51 0.93
As
0.65 0.01 0.93
As
0.15 0.51 0.19
As
0.15 0.01 0.19
As
0.65 0.51 0.44
As
0.65 0.01 0.44
0.90 0.26 0.94
As
0.90 0.76 0.19
As
0.41 0.26 0.94
As
0.40 0.76 0.19
As
0.90 0.26 0.44
As
0.90 0.76 0.44
As
0.40 0.26 0.44
As
0.40 0.76 0.44
0.90 0.51 0.19
As
0.90 0.01 0.19
As
0.40 0.51 0.19
As
0.40 0.01 0.19
As
0.90 0.51 0.69
As
0.90 0.01 0.69
As
0.40 0.51 0.69
As
0.40 0.01 0.69
0.65 0.26 0.69
0.15 0.26 0.69
As
0.65 0.76 0.69
0.15 0.26 0.94
As
0.15","Invalid structure: lengths=3, angles=0, species=8"
2932," description
0.02 0.04 0.34
Pb
0.02 0.54 0.34
Pb
0.52 0.04 0.84
Pb
0.52 0.54 0.84
Pb
0.52 0.04 0.34
S
0.75 0.27 0.10
S
0.75 0.81 0.07
S
0.78 0.77 0.57
S
0.28 0.31 0.60
0.75 0.27 0.57
S
0.75 0.81 0.60
S
0.78 0.77 0.10
S
0.28 0.31 0.07
0.27 0.79 0.10
S
0.25 0.79 0.60
S
0.28 0.81 0.84
S
0.28 0.27 0.34
0.75 0.30 0.84
S
0.78 0.31 0.34
0.78 0.77 0.34
S
0.75 0.79 0.84
0.25 0.30 0.84
S
0.28 0.27 0.34
0.25 0.81 0.34
S
0.28 0.77 0.84
0.77 0.29 0.10
0.78 0.30 0.60
0.02 0.04 0.84
0.52 0.54 0.34
0.52 0.04 0.09
S
0.52 0.54 0.08
S
0.02 0.04 0.58
S
0.02 0.54 0.08
S
0.52 0.04 0.58
S
0.52 0.54 0.59
S
0.02 0.04","Invalid structure: lengths=3, angles=0, species=11"
2957," description
0.63 0.33 0.06
Np
0.13 0.83 0.56
Np
0.63 0.33 0.56
Np
0.13 0.83 0.06
Si
0.13 0.33 0.31
Si
0.63 0.83 0.81
Si
0.63 0.83 0.31
Si
0.13 0.33 0.81
Rh
0.38 0.58 0.31
Rh
0.38 0.08 0.31
Rh
0.88 0.58 0.81
Rh
0.88 0.08 0.81
Rh
0.38 0.58 0.81
Rh
0.38 0.08 0.81
Rh
0.88 0.58 0.31
Rh
0.88 0.08 0.31
Si
0.13 0.33 0.07
Si
0.13 0.33 0.55
Si
0.63 0.83 0.05
Si
0.63 0.83 0.57
Rh
0.38 0.58 0.06
Rh
0.38 0.08 0.06
Rh
0.88 0.58 0.56
Rh
0.88 0.08 0.56
Rh
0.38 0.58 0.56
Rh
0.38 0.08 0.56
Rh
0.88 0.58 0.06
Rh
0.88 0.08 0.06
0.63 0.33 0.81
Rh
0.13 0.83 0.31
Rh
0.13 0.83 0.81
0.63 0.33 0.31
0.13 0.33 0.81
Rh
0.13 0.33 0.31
Rh
0.63 0.83 0.81
Rh
0.63 0.","Invalid structure: lengths=3, angles=0, species=5"
2996," description
0.97 0.66 0.51
P
0.63 0.31 0.23
P
0.31 0.00 0.23
P
0.13 0.50 0.73
P
0.81 0.81 0.73
H
0.97 0.16 0.24
H
0.47 0.66 0.73
H
0.47 0.66 0.23
H
0.97 0.16 0.74
H
0.81 0.33 0.03
H
0.14 0.98 0.03
H
0.31 0.48 0.94
H
0.64 0.83 0.94
H
0.77 0.30 0.44
H
0.18 0.01 0.44
H
0.27 0.51 0.53
H
0.68 0.80 0.53
S
0.47 0.16 0.98
S
0.97 0.66 0.19
O
0.59 0.27 0.38
O
0.35 0.04 0.38
O
0.09 0.54 0.69
O
0.85 0.77 0.69
O
0.82 0.52 0.15
O
0.13 0.79 0.15
O
0.32 0.29 0.82
O
0.63 0.02 0.82
O
0.80 0.30 0.15
O
0.15 0.01 0.15
O
0.30 0.51 0.92
O
0.65 0.80 0.92
O
0.59 0.49 0.24
O
0.35 0.83 0.24
O
0.09 0.33 0.73
O
0.85 0.99 0.73
O
0.97 0.16 ","Invalid structure: lengths=3, angles=0, species=0"
3006," description of the lattice and 3.4
90 90 90
Li
0.07 0.09 0.39
Li
0.57 0.59 0.39
Ti
0.07 0.59 0.89
Ti
0.57 0.09 0.89
S
0.73 0.93 0.14
S
0.23 0.43 0.64
S
0.41 0.26 0.14
S
0.91 0.76 0.64
0.22 0.75 0.14
S
0.72 0.25 0.65
S
0.92 0.44 0.14
S
0.42 0.94 0.65
0.73 0.93 0.65
S
0.23 0.43 0.14
S
0.41 0.26 0.65
S
0.91 0.76 0.14
0.23 0.94 0.64
S
0.73 0.44 0.15
S
0.91 0.26 0.64
S
0.41 0.76 0.15
0.72 0.75 0.15
S
0.22 0.25 0.64
S
0.41 0.44 0.15
S
0.91 0.94 0.64
0.73 0.26 0.14
S
0.23 0.76 0.65
S
0.41 0.93 0.14
S
0.91 0.43 0.65
0.72 0.44 0.65
S
0.22 0.94 0.14
S
0.42 0.75 0.65
S
0.92 0.25 0.14
0.23 0.26 0.14
S
0.73 0.76 0.65
S
0.91 0.93 ","Invalid structure: lengths=3, angles=0, species=11"
3049," description
1.0 1.00 1.00
Ti
0.45 0.96 0.50
Ti
0.95 0.46 0.50
Ga
0.45 0.46 0.00
Ga
0.95 0.96 0.50
Re
0.95 0.46 0.00
Re
0.45 0.96 0.00
0.20 0.21 0.75
Re
0.70 0.71 0.75
0.20 0.71 0.26
Re
0.70 0.21 0.26
0.70 0.21 0.75
Re
0.20 0.71 0.75
Re
0.20 0.21 0.25
Re
0.70 0.71 0.25
0.45 0.96 0.75
Re
0.95 0.46 0.75
Re
0.45 0.46 0.25
Re
0.95 0.96 0.25
0.70 0.71 0.50
Re
0.20 0.21 0.50
Re
0.70 0.21 0.00
Re
0.20 0.71 0.00
Re
0.45 0.96 0.25
Re
0.95 0.46 0.25
Re
0.45 0.46 0.75
0.95 0.96 0.75
0.95 0.96 0.25
0.45 0.46 0.25
0.70 0.71 0.00
Re
0.20 0.21 0.00
0.20 0.71 0.50
0.70 0.21 0.50
Re
0.45 0.96 0.00
Re
0.95 0.46 0.00
Re
0.45 0.46 0.50","Invalid structure: lengths=3, angles=0, species=14"
3202," description
0.42 0.08 0.18
P
0.91 0.58 0.68
P
0.16 0.08 0.43
P
0.41 0.33 0.93
P
0.66 0.83 0.68
P
0.91 0.33 0.93
P
0.66 0.08 0.43
0.17 0.33 0.68
P
0.42 0.58 0.18
P
0.67 0.33 0.68
P
0.92 0.83 0.43
P
0.17 0.83 0.93
0.42 0.08 0.68
0.67 0.33 0.18
P
0.92 0.58 0.93
P
0.17 0.83 0.18
0.42 0.58 0.68
P
0.67 0.83 0.18
0.92 0.08 0.68
0.92 0.33 0.43
P
0.17 0.58 0.93
P
0.42 0.83 0.43
P
0.67 0.08 0.93
P
0.92 0.08 0.18
P
0.17 0.33 0.18
P
0.42 0.58 0.93
P
0.67 0.83 0.43
0.92 0.58 0.18
0.17 0.83 0.68
P
0.42 0.08 0.43
P
0.67 0.33 0.93
0.92 0.83 0.68
P
0.17 0.08 0.18
P
0.42 0.33 0.43
P
0.67 0.58 0.93
P
0.92 0.33 0","Invalid structure: lengths=3, angles=0, species=10"
3208," description
0.61 0.09 0.15
Li
0.11 0.59 0.65
Li
0.61 0.09 0.65
Nd
0.11 0.59 0.15
Se
0.97 0.22 0.41
Se
0.48 0.45 0.41
Se
0.73 0.73 0.41
Se
0.25 0.96 0.41
Se
0.25 0.22 0.89
Se
0.73 0.45 0.89
Se
0.47 0.73 0.89
Se
0.95 0.96 0.89
0.96 0.45 0.40
Se
0.47 0.72 0.40
Se
0.24 0.95 0.40
Se
0.75 0.23 0.40
Se
0.75 0.95 0.90
Se
0.24 0.23 0.90
Se
0.47 0.45 0.90
Se
0.96 0.72 0.90
0.95 0.95 0.15
Se
0.46 0.22 0.15
Se
0.24 0.45 0.15
Se
0.74 0.73 0.15
Se
0.74 0.45 0.65
Se
0.24 0.73 0.65
Se
0.46 0.95 0.65
Se
0.96 0.22 0.65
0.12 0.09 0.32
Se
0.62 0.59 0.32
Se
0.62 0.59 0.98
Se
0.12 0.09 0.98
0.61 0.09 0.40
Se
0.11 0.59 0.40
Se
0.61 0.09 0.89
0.11 0.59 0.89","Invalid structure: lengths=3, angles=0, species=10"
3211," description
0.98 0.04 0.47
Sn
0.97 0.72 0.74
Sn
0.68 0.75 0.45
Sn
0.66 0.43 0.74
Sn
0.54 0.31 0.22
Sn
0.55 0.85 0.88
Sn
0.08 0.32 0.88
Sn
0.47 0.04 0.47
Sn
0.23 0.22 0.66
Au
0.89 0.15 0.14
Au
0.23 0.66 0.14
0.41 0.66 0.64
Au
0.72 0.16 0.64
0.22 0.97 0.96
Au
0.91 0.47 0.33
0.72 0.97 0.15
0.23 0.47 0.45
0.40 0.15 0.95
0.90 0.65 0.95
0.73 0.47 0.45
Au
0.40 0.47 0.95
Au
0.23 0.15 0.45
Au
0.73 0.65 0.15
0.90 0.97 0.65
0.08 0.83 0.25
Au
0.56 0.33 0.55
Au
0.56 0.82 0.25
Au
0.08 0.33 0.25
Au
0.57 0.33 0.95
Au
0.07 0.83 0.95
Au
0.57 0.83 0.65
Au
0.07 0.33 0.65
Au
0.22 0.68 0.45
0.39 0.47 0.24
Au
0.73 0.15 0.34
Au
0.73 0.65 0.65
Au
","Invalid structure: lengths=3, angles=0, species=12"
3214," description
0.57 0.09 0.52
K
0.95 0.47 0.52
K
0.45 0.59 0.02
Cl
0.44 0.10 0.02
Cl
0.94 0.97 0.52
O
0.35 0.26 0.52
O
0.07 0.89 0.52
O
0.85 0.40 0.02
O
0.56 0.76 0.52
O
0.06 0.31 0.02
O
0.35 0.67 0.52
0.85 0.81 0.02
0.73 0.17 0.02
0.23 0.90 0.52
0.64 0.59 0.52
O
0.15 0.09 0.02
O
0.65 0.97 0.02
O
0.14 0.68 0.52
O
0.45 0.09 0.22
O
0.45 0.09 0.82
O
0.95 0.98 0.32
O
0.95 0.98 0.72
O
0.64 0.39 0.22
O
0.64 0.39 0.82
O
0.14 0.69 0.72
O
0.14 0.69 0.32
0.35 0.77 0.32
O
0.35 0.77 0.72
O
0.85 0.30 0.22
O
0.85 0.30 0.82
O
0.16 0.17 0.52
O
0.66 0.89 0.02
0.34 0.30 0.02
O
0.84 0.77 0.52
0.35 0.40 0.52
O
0.85 0.67 0.02","Invalid structure: lengths=3, angles=0, species=6"
3279," description
0.57 0.01 0.39
Pb
0.07 0.51 0.89
Pb
0.57 0.51 0.39
Pb
0.57 0.01 0.89
S
0.34 0.76 0.65
S
0.81 0.27 0.64
S
0.34 0.27 0.14
S
0.81 0.76 0.15
0.36 0.92 0.56
S
0.20 0.81 0.05
S
0.86 0.31 0.04
S
0.20 0.42 0.55
S
0.36 0.31 0.04
S
0.71 0.42 0.55
S
0.71 0.81 0.05
S
0.86 0.92 0.56
0.21 0.77 0.83
S
0.82 0.41 0.80
S
0.71 0.41 0.30
S
0.82 0.77 0.33
S
0.21 0.27 0.33
S
0.20 0.92 0.30
S
0.33 0.92 0.80
S
0.20 0.27 0.83
0.71 0.75 0.66
S
0.84 0.92 0.96
S
0.71 0.92 0.46
S
0.84 0.75 0.16
S
0.19 0.41 0.16
S
0.37 0.26 0.46
S
0.37 0.41 0.66
S
0.19 0.26 0.96
0.03 0.75 0.52
S
0.83 0.16 0.48
S
0.03 0.16 0.98
S
0.83 0.","Invalid structure: lengths=3, angles=0, species=14"
3284," description of the lattice lattice type and 40.1102
40.1102
40.1102
Pb
0.10 0.60 0.75
Pb
0.10 0.35 0.75
Pb
0.10 0.35 0.50
Pb
0.41 0.66 0.07
Pb
0.69 0.94 0.35
Pb
0.41 0.94 0.07
Pb
0.41 0.66 0.35
Pb
0.10 0.60 0.50
Pb
0.41 0.94 0.35
Pb
0.41 0.94 0.84
Pb
0.69 0.94 0.84
Pb
0.41 0.43 0.35
Pb
0.41 0.43 0.84
Pb
0.69 0.43 0.84
Au
0.91 0.43 0.34
Au
0.91 0.44 0.85
Au
0.70 0.43 0.34
Au
0.41 0.14 0.34
Au
0.09 0.14 0.34
Au
0.91 0.95 0.34
Au
0.10 0.94 0.84
Au
0.41 0.26 0.85
Au
0.91 0.95 0.85
Au
0.10 0.93 0.34
Au
0.41 0.26 0.34
Au
0.91 0.44 0.16
Au
0.41 0.43 0.53
Au
0.91 0.95 0.53
Au
0.92 0.75 0.84
Au
0.91 0.14 0.85
Au
0.41 0.14 0.85
Au
0.71 0.75 0.84
0.81 0.35 0.44
Au
","Invalid structure: lengths=3, angles=0, species=1"
3319," description of the lattice and zero is 3.9
106 106 91
Li
0.90 0.22 0.94
Li
0.40 0.72 0.94
Mn
0.34 0.07 0.63
Mn
0.56 0.29 0.25
F
0.59 0.17 0.03
F
0.45 0.03 0.85
F
0.28 0.40 0.81
F
0.81 0.93 0.81
F
0.21 0.33 0.08
F
0.68 0.80 0.08
F
0.17 0.87 0.94
F
0.73 0.41 0.44
0.20 0.87 0.44
0.73 0.40 0.94
0.67 0.87 0.44
0.20 0.40 0.44
0.73 0.93 0.94
0.06 0.25 0.68
F
0.28 0.16 0.39
F
0.55 0.43 0.50
F
0.16 0.03 0.67
F
0.81 0.68 0.83
F
0.36 0.23 0.06
F
0.03 0.31 0.29
F
0.88 0.15 0.18
0.54 0.01 0.61
F
0.28 0.74 0.27
0.05 0.51 0.61
F
0.78 0.25 0.27
0.53 0.50 0.76
F
0.79 0.76 0.12
F
0.02 0.25 0.45
F
0.04 0.76 0.95
F
0.53 0.27 0.93
F
0.03 0","Invalid structure: lengths=3, angles=0, species=6"
3332," description
0.71 0.18 0.38
Nd
0.71 0.18 0.88
Nd
0.90 0.99 0.63
Nd
0.51 0.37 0.13
Nd
0.90 0.49 0.63
Nd
0.02 0.37 0.13
Nd
0.40 0.99 0.63
Nd
0.52 0.87 0.13
S
0.21 0.18 0.38
S
0.71 0.68 0.88
S
0.21 0.18 0.88
S
0.71 0.68 0.38
S
0.84 0.92 0.13
S
0.47 0.44 0.63
S
0.96 0.92 0.13
S
0.35 0.44 0.63
O
0.71 0.18 0.13
O
0.71 0.18 0.63
O
0.21 0.68 0.88
O
0.21 0.68 0.38
0.21 0.18 0.13
O
0.71 0.68 0.63
0.71 0.68 0.13
0.21 0.18 0.63
0.21 0.68 0.63
0.71 0.18 0.13
0.98 0.45 0.90
Tc
0.97 0.45 0.40
Tc
0.45 0.91 0.90
Tc
0.45 0.91 0.40
Generate
0.44 0.45 0.86
Generate
0.44 0.91 0.66
Generate
0.98 0.92 0.86
Generate
0.97 0.91 0.36
Generate
0.97 0.45 0.36
Generate
0.44 0.45 0.","Invalid structure: lengths=3, angles=0, species=1"
3361," description
0.41 0.10 0.43
Cu
0.91 0.60 0.93
Hg
0.41 0.10 0.93
Hg
0.91 0.60 0.43
S
0.24 0.93 0.26
S
0.74 0.43 0.76
Cl
0.73 0.92 0.75
Cl
0.23 0.42 0.25
Cl
0.73 0.44 0.25
Cl
0.23 0.94 0.75
0.75 0.26 0.93
Cl
0.25 0.76 0.43
Cl
0.07 0.94 0.93
Cl
0.57 0.44 0.43
Cl
0.24 0.26 0.56
Cl
0.74 0.76 0.06
Cl
0.58 0.92 0.56
Cl
0.08 0.42 0.06
0.95 0.57 0.71
Cl
0.45 0.07 0.21
Cl
0.95 0.65 0.17
Cl
0.45 0.15 0.67
0.38 0.57 0.17
Cl
0.88 0.07 0.67
0.38 0.65 0.71
Cl
0.88 0.15 0.21
0.52 0.40 0.83
Cl
0.02 0.90 0.33
Cl
0.72 0.21 0.33
Cl
0.22 0.71 0.83
Cl
0.22 0.40 0.84
Cl
0.72 0.90 0.34
Cl
0.02 0.21 0.84
Cl
0.52 0.71 0.34
0.58 0.76 0.78
Cl
0.08 0.26 0.","Invalid structure: lengths=3, angles=0, species=15"
3419," description
Er
0.26 0.72 0.19
Er
0.76 0.22 0.19
Er
0.26 0.22 0.69
Er
0.76 0.72 0.69
Zn
0.76 0.72 0.19
Zn
0.26 0.22 0.19
Zn
0.76 0.22 0.69
Zn
0.26 0.72 0.69
Ga
0.01 0.97 0.44
Ga
0.51 0.47 0.44
Ga
0.01 0.47 0.94
Ga
0.51 0.97 0.94
0.52 0.97 0.44
Ga
0.02 0.47 0.44
Ga
0.52 0.47 0.94
Ga
0.02 0.97 0.94
0.34 0.34 0.44
Ga
0.84 0.09 0.94
Ga
0.68 0.59 0.44
Ga
0.18 0.84 0.94
Ga
0.18 0.09 0.44
Ga
0.68 0.84 0.94
Ga
0.84 0.34 0.44
Ga
0.34 0.59 0.94
Ga
0.51 0.22 0.11
Ga
0.01 0.22 0.61
Ga
0.51 0.72 0.61
Ga
0.01 0.72 0.11
0.26 0.97 0.61
Ga
0.76 0.97 0.11
Ga
0.26 0.47 0.11
Ga
0.76 0.47 0.61
0.01 0.72 0.47
Ga
0.51 0.72 0.97
Ga
0.01 0.22 0.97
Ga
0.51 0.","Invalid structure: lengths=3, angles=0, species=6"
3451," description
113 113 99
Rb
0.66 0.66 0.22
Rb
0.94 0.19 0.03
Rb
0.24 0.88 0.03
Rb
0.37 0.32 0.73
Rb
0.79 0.74 0.72
Rb
0.71 0.26 0.53
Na
0.25 0.89 0.73
Na
0.36 0.32 0.22
0.47 0.80 0.61
O
0.25 0.10 0.29
O
0.37 0.11 0.42
O
0.08 0.39 0.42
O
0.08 0.31 0.29
O
0.56 0.33 0.01
O
0.05 0.81 0.99
O
0.38 0.58 0.99
O
0.25 0.08 0.01
O
0.06 0.59 0.80
O
0.56 0.07 0.78
O
0.07 0.83 0.28
O
0.83 0.10 0.28
0.07 0.09 0.62
O
0.07 0.57 0.09
O
0.06 0.10 0.36
O
0.56 0.08 0.10
0.57 0.57 0.86
0.56 0.09 0.33
O
0.56 0.58 0.60
O
0.58 0.59 0.04
O
0.07 0.57 0.62
0.83 0.59 0.42
O
0.55 0.83 0.42
O
0.58 0.32 0.84
O
0.07 0.80 0.82
0.06 0.58 0","Invalid structure: lengths=3, angles=0, species=15"
3586," description
0.36 0.40 0.34
Yb
0.86 0.90 0.84
Yb
0.35 0.91 0.84
Yb
0.36 0.40 0.84
Yb
0.86 0.40 0.84
Yb
0.86 0.90 0.34
Yb
0.36 0.90 0.34
Cu
0.86 0.40 0.34
Cu
0.36 0.40 0.34
O
0.61 0.65 0.84
O
0.11 0.65 0.84
O
0.61 0.15 0.84
O
0.11 0.15 0.84
0.61 0.65 0.34
O
0.11 0.65 0.34
O
0.61 0.15 0.34
0.11 0.15 0.34
0.61 0.90 0.09
O
0.11 0.90 0.09
O
0.61 0.40 0.09
O
0.11 0.40 0.09
O
0.61 0.90 0.59
O
0.11 0.90 0.59
O
0.61 0.40 0.59
O
0.11 0.40 0.59
0.61 0.65 0.09
O
0.11 0.65 0.09
O
0.61 0.15 0.09
O
0.11 0.15 0.09
O
0.61 0.65 0.59
O
0.11 0.65 0.59
O
0.61 0.15 0.59
O
0.11 0.15 0.59
0.61 0.90 0.84
O
0.11 0.90 0.84
O
0.61 0.40","Invalid structure: lengths=3, angles=0, species=11"
3610," description
0.57 0.05 0.87
Bi
0.57 0.55 0.37
Bi
0.07 0.05 0.37
Bi
0.07 0.55 0.87
O
0.72 0.90 0.37
O
0.42 0.20 0.37
O
0.92 0.40 0.37
O
0.22 0.70 0.37
O
0.92 0.05 0.72
O
0.22 0.05 0.02
O
0.72 0.55 0.72
O
0.42 0.55 0.02
0.07 0.55 0.37
O
0.57 0.05 0.37
O
0.07 0.05 0.37
O
0.57 0.55 0.37
O
0.82 0.80 0.04
O
0.32 0.30 0.70
O
0.32 0.80 0.87
O
0.82 0.30 0.87
O
0.82 0.80 0.70
O
0.32 0.30 0.04
O
0.32 0.80 0.54
O
0.82 0.30 0.20
0.82 0.80 0.87
O
0.32 0.30 0.87
O
0.32 0.80 0.70
O
0.82 0.30 0.04
O
0.82 0.80 0.20
O
0.32 0.30 0.54
O
0.82 0.80 0.54
O
0.32 0.30 0.20
0.82 0.30 0.53
O
0.32 0.80 0.21
O
0.32 0.80 0.03
O
0.82 0.30 0.71","Invalid structure: lengths=3, angles=0, species=14"
3631," description of the lattice and 3.2
59 59 59
Li
0.44 0.46 0.35
Li
0.94 0.96 0.85
Li
0.69 0.71 0.60
F
0.44 0.46 0.85
F
0.94 0.96 0.35
F
0.94 0.46 0.35
F
0.44 0.96 0.85
0.94 0.46 0.85
0.44 0.96 0.35
0.44 0.46 0.85
F
0.69 0.21 0.10
0.19 0.71 0.60
0.19 0.21 0.10
Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice
6.2 6.2 6.2
90 90 90
Li
0.19 0.71 0.10
Li
0.69 0.21 0.60
Li
0.69 0.71 0.10
Li
0.19 0.21 0.60
Li
0.19 0.21 0.10
Li
0.69 0.71 0.60
Li
0.69 0.21 0.10
Li
0.19 0.71 0.60
Li
0.44 0.46 0.35
Li
0.94 0.96 0.85
Li
0.94 0.46 0.35
Li
0.44 0.96 0.85
Li
0.94 0.96 0.35
Li
0.44 0.46 0.85
Li
0.94 0.46 0.85
Li
0.44 0.96 0.35
0.44 0.96 0.85
F
0.94 0.46 0.35
0.44 0.46 0.","Invalid structure: lengths=3, angles=0, species=3"
3638," description
0.68 0.58 0.86
Br
0.18 0.08 0.36
Br
0.68 0.58 0.36
Br
0.18 0.08 0.86
O
0.99 0.89 0.33
O
0.36 0.26 0.39
O
0.99 0.89 0.89
O
0.36 0.26 0.83
O
0.99 0.26 0.91
O
0.36 0.89 0.81
O
0.36 0.89 0.31
O
0.99 0.26 0.41
0.79 0.47 0.16
O
0.56 0.69 0.56
O
0.79 0.69 0.06
O
0.56 0.47 0.66
0.47 0.58 0.06
O
0.88 0.58 0.66
O
0.68 0.78 0.16
O
0.68 0.38 0.56
0.88 0.58 0.06
O
0.47 0.58 0.66
O
0.68 0.38 0.16
O
0.68 0.78 0.56
0.47 0.78 0.81
O
0.88 0.38 0.81
O
0.47 0.38 0.31
O
0.88 0.78 0.31
0.18 0.08 0.61
O
0.18 0.08 0.11
0.68 0.58 0.11
F
0.18 0.58 0.05
F
0.18 0.58 0.67
F
0.68 0.08 0.17
F
0.68 0.08 0.55
0.88 0.08 0.81
F","Invalid structure: lengths=3, angles=0, species=8"
3639," description of the lattice length and angle for each atom within the lattice
0.0 0.00 0.23
Sb
0.50 0.50 0.73
Sb
0.00 0.50 0.23
0.79 0.30 0.53
Sb
0.30 0.30 0.03
Sb
0.30 0.70 0.44
Sb
0.80 0.70 0.94
Sb
0.10 0.99 0.94
Sb
0.60 0.99 0.44
Sb
0.60 0.80 0.03
Sb
0.10 0.80 0.53
0.10 0.20 0.74
Sb
0.60 0.20 0.24
Sb
0.80 0.49 0.23
Sb
0.30 0.49 0.73
0.78 0.00 0.74
Sb
0.29 0.00 0.24
Sb
0.10 0.69 0.23
Sb
0.60 0.70 0.73
Sb
0.60 0.50 0.03
Sb
0.10 0.50 0.53
Sb
0.79 0.80 0.53
Sb
0.29 0.80 0.03
0.61 0.31 0.84
Sb
0.11 0.31 0.34
Sb
0.10 0.68 0.84
Sb
0.60 0.68 0.34
Sb
0.29 0.18 0.52
Sb
0.79 0.18 0.02
Sb
0.79 0.82 0.22
Sb
0.29 0.82 0.72
Sb
0.90 0.39 0.84
Sb
0.40 0.39 0.34
","Invalid structure: lengths=3, angles=0, species=14"
3833," description of the lattice and 5.8
90 90 90
Rb
0.31 0.83 0.62
Rb
0.81 0.33 0.62
Rb
0.81 0.33 0.12
Rb
0.31 0.83 0.12
Rb
0.50 0.52 0.87
Rb
0.13 0.14 0.87
Rb
0.63 0.02 0.37
Au
0.03 0.62 0.37
Au
0.61 0.55 0.37
Au
0.10 0.43 0.37
Au
0.72 0.04 0.87
Au
0.22 0.12 0.37
O
0.81 0.83 0.87
O
0.31 0.33 0.37Pd
0.56 0.58 0.62
Pd
0.06 0.08 0.12
Pd
0.06 0.08 0.62
Pd
0.56 0.58 0.12
Pd
0.56 0.08 0.87
Pd
0.06 0.58 0.87
Pd
0.06 0.58 0.07
Pd
0.56 0.08 0.67
Pd
0.56 0.08 0.07
Pd
0.06 0.58 0.67
0.56 0.58 0.37
Pd
0.06 0.08 0.37
Pd
0.06 0.58 0.37
Pd
0.56 0.08 0.87
Pd
0.79 0.65 0.54
Pd
0.33 0.12 0.54
Pd
0.83 0.65 0.20
Pd
0.30 0.51 0.20
Pd
0.79 0.12","Invalid structure: lengths=3, angles=0, species=10"
3864," description
0.36 0.03 0.92
Li
0.86 0.53 0.42
Li
0.36 0.03 0.42
Li
0.86 0.53 0.92
Si
0.86 0.03 0.92
Si
0.36 0.53 0.92
Si
0.36 0.53 0.42
Si
0.86 0.03 0.42
Pt
0.11 0.78 0.67
Pt
0.11 0.28 0.67
Pt
0.61 0.78 0.67
Pt
0.61 0.28 0.67
Pt
0.61 0.78 0.17
Pt
0.61 0.28 0.17
Pt
0.11 0.78 0.17
Pt
0.11 0.28 0.17
0.11 0.53 0.92
Pt
0.86 0.78 0.92
Pt
0.86 0.28 0.92
Pt
0.61 0.03 0.92
Pt
0.11 0.03 0.92
Pt
0.86 0.78 0.42
Pt
0.86 0.28 0.42
Pt
0.61 0.03 0.42
Pt
0.11 0.03 0.42
Pt
0.36 0.78 0.42
Pt
0.36 0.28 0.42
Pt
0.36 0.53 0.67
0.86 0.03 0.67
Pt
0.86 0.53 0.67
Pt
0.36 0.03 0.67
Pt
0.86 0.03 0.17
Pt
0.86 0.53 0.17
Pt
0.36 0.03 0.17
Pt
0.36 0.53 0.17
0.61 0.78 ","Invalid structure: lengths=3, angles=0, species=11"
3869," description
50 50 50
Hf
0.57 0.95 0.75
Hf
0.19 0.58 0.38
Ta
0.78 0.17 0.97
Ta
0.99 0.37 0.17
B
0.47 0.35 0.15
B
0.97 0.85 0.15
B
0.47 0.85 0.65
B
0.30 0.08 0.98
B
0.80 0.58 0.98
B
0.30 0.58 0.48
0.16 0.98 0.83
B
0.66 0.48 0.83
B
0.16 0.48 0.33
B
0.66 0.98 0.33
B
0.91 0.06 0.92
B
0.24 0.73 0.92
B
0.74 0.73 0.42
B
0.91 0.56 0.92
B
0.74 0.23 0.59
B
0.41 0.56 0.59
B
0.91 0.06 0.59
B
0.24 0.73 0.59
B
0.41 0.06 0.09
B
0.74 0.73 0.09
B
0.24 0.23 0.09
B
0.91 0.23 0.42
0.60 0.92 0.21
B
0.09 0.41 0.21
B
0.60 0.41 0.71
B
0.09 0.92 0.71
B
0.34 0.16 0.03
B
0.84 0.66 0.03
B
0.34 0.66 0.53
B
0.84 0.16 0.03
B
0.34 0.16 0.53
B
","Invalid structure: lengths=3, angles=0, species=15"
