index,original_gen_str,reason
8496," the0.25 i.00 0.41
Cu
0.59 0.73 0.41
Cu
0.93 0.07 0.41
Cu
0.88 0.35 0.91
Cu
0.20 0.68 0.91
Cu
0.54 0.42 0.91
Cu
0.54 0.42 0.41
Cu
0.20 0.68 0.41
Cu
0.93 0.07 0.91
Cu
0.59 0.73 0.91
Cu
0.25 0.02 0.91
Cu
0.88 0.35 0.41
Cu
0.25 0.02 0.15
Cu
0.88 0.39 0.15
Cu
0.20 0.31 0.65
Cu
0.83 0.67 0.65
Cu
0.54 0.07 0.15
Cu
0.54 0.07 0.65
Cu
0.88 0.39 0.65
Cu
0.25 0.02 0.65
Cu
0.20 0.31 0.15
Cu
0.83 0.67 0.15","Invalid structure: lengths=3, angles=0, species=0"
8514," the.74 0.74 0.74
t.a.a.
0.09 0.67 0.38
t.38 0.44 0.75
t.12 0.40 0.01
t.76 0.38 0.33
t.78 0.15 0.02
t.08 0.13 0.67
t.38 0.02 0.35
t.78 0.00 0.37
t.41 0.04 0.00
t.09 0.77 0.04
t.40 0.75 0.68
As
0.71 0.48 0.93
As
0.45 0.48 0.20
As
0.71 0.70 0.40
As
0.46 0.71 0.12
O
0.73 0.22 0.64
O
0.45 0.96 0.72","Invalid structure: lengths=3, angles=0, species=5"
8583," the h0.38 0.74 0.13
Nd
0.54 0.46 0.79
Nd
0.29 0.09 0.46
Nd
0.96 0.77 0.13
Ni
0.67 0.90 0.73
Ni
0.16 0.33 0.03
Ni
0.79 0.58 0.46
Ni
0.05 0.96 0.79
Ni
0.46 0.26 0.13
Ni
0.88 0.15 0.54
Ni
0.20 0.52 0.37
O
0.29 0.59 0.96
O
0.78 0.08 0.96
O
0.04 0.45 0.63
O
0.55 0.95 0.63
O
0.87 0.76 0.63
O
0.88 0.26 0.13
O
0.05 0.45 0.29
O
0.55 0.96 0.29
O
0.18 0.87 0.28
O
0.18 0.87 0.79
O
0.31 0.58 0.47
O
0.65 0.35 0.48
O
0.65 0.35 0.02
O
0.18 0.35 0.80
O
0.53 0.58 0.27
O
0.04 0.07 0.97","Invalid structure: lengths=3, angles=0, species=0"
8670," the.00 0.00 0.00
125 125 80
V
0.37 0.27 0.74
V
0.87 0.77 0.74
Si
0.62 0.02 0.24
Si
0.12 0.52 0.24
Tc
0.33 0.04 0.24
Tc
0.83 0.19 0.58
Tc
0.69 0.34 0.24
Tc
0.19 0.54 0.58
Tc
0.94 0.69 0.30
Tc
0.44 0.84 0.91","Invalid structure: lengths=3, angles=0, species=0"
8722," of.78 0.78 1.00
0.27 0.57 0.75
0.02 0.07 0.50
S
0.52 0.28 0.26","Invalid structure: lengths=3, angles=3, species=0"
8740," is 5.2 0.99 0.40
0.05 0.99 0.73
0.55 0.49 0.23
Sm
0.00 0.49 0.07
Sm
0.50 0.99 0.07
Sm
0.05 0.99 0.39
Ce
0.55 0.49 0.89
Ce
0.50 0.99 0.57
Ce
1.00 0.49 0.57","Invalid structure: lengths=3, angles=3, species=0"
8765," the system type is cubic
H 1.00 0.84 0.12
H
1.00 0.84 0.62
Pt
0.50 0.84 0.87
Pt
0.50 0.84 0.37
Pt
0.50 0.34 0.87
Pt
0.50 0.34 0.37
Pt
0.00 0.34 0.87
Pt
0.00 0.34 0.37
O
0.64 0.68 0.87
O
0.64 0.68 0.37
O
0.36 0.01 0.87
O
0.36 0.01 0.37
O
0.64 0.18 0.87
O
0.64 0.18 0.37
O
0.36 0.51 0.87
O
0.36 0.51 0.37
O
0.86 0.01 0.87
O
0.86 0.01 0.37
O
0.14 0.68 0.87
O
0.14 0.68 0.37","Invalid structure: lengths=3, angles=0, species=0"
8766," the.63 0.82 i.
0.09 0.67 0.78
Sc
0.98 0.97 0.13
Sc
0.48 0.47 0.63
Sc
0.88 0.32 0.48
Sc
0.38 0.82 0.98
Al
0.78 0.07 0.78
Al
0.28 0.17 0.49
Si
0.18 0.57 0.48
Si
0.68 0.67 0.19
Si
0.48 0.97 0.68
Si
0.98 0.47 0.08","Invalid structure: lengths=3, angles=0, species=0"
8776," the coordinates for each atom:0.5 0.0 1.0
 90 90 90
Ta
0.19 0.42 0.88
Ta
0.69 0.92 0.38
Ta
0.19 0.92 0.38
Ta
0.69 0.42 0.88
Zn
0.19 0.42 0.38
Zn
0.69 0.92 0.88
Zn
0.69 0.42 0.38
Zn
0.19 0.92 0.88
Ru
0.94 0.17 0.13
Ru
0.44 0.67 0.63
Ru
0.94 0.17 0.63
Ru
0.44 0.67 0.13
Ru
0.94 0.67 0.13
Ru
0.44 0.17 0.63
Ru
0.94 0.67 0.63
Ru
0.44 0.17 0.13","Invalid structure: lengths=3, angles=0, species=0"
8787," is.23 0.23 
0.23
...0.38 0.90 0.44
Tm
0.97 0.34 0.94
Tm
0.62 0.50 0.75
Tm
0.47 0.84 0.94
Ga
0.87 0.74 0.64
Ga
0.12 1.00 0.75
Ga
0.97 0.84 0.14
Ga
0.97 0.84 0.44
Ga
0.62 0.50 0.25
Ga
0.47 0.34 0.14
Ga
0.12 1.00 0.25
Ga
0.47 0.34 0.44
Ga
0.62 0.50 0.94
Ga
0.30 0.67 0.69
Ga
0.80 0.17 0.69
Ga
0.80 0.17 0.19
Ga
0.30 0.67 0.19
Co
0.12 1.00 0.94
Co
0.62 0.00 0.44
Co
0.30 0.17 0.70
Co
0.80 0.67 0.20","Invalid structure: lengths=3, angles=0, species=0"
8800," the e.02 0.00 0.02
0.02 0.50 0.52
Al
0.27 0.75 0.77
Al
0.77 0.25 0.77
Al
0.77 0.25 0.27
Al
0.27 0.75 0.27
Al
0.61 0.50 0.02
Al
0.43 0.00 0.02
Al
0.93 0.87 0.52
Al
0.11 0.37 0.02
Al
0.27 0.25 0.27
Al
0.77 0.75 0.27
Al
0.77 0.75 0.77
Al
0.27 0.25 0.77","Invalid structure: lengths=3, angles=0, species=0"
8831," the
0.45 0.44 0.42
Th
0.95 0.94 0.92
B
0.35 0.79 0.13
B
0.35 0.09 0.71
B
0.75 0.59 0.63
B
0.75 0.29 0.21
Rh
0.14 0.74 0.63
Rh
0.14 0.14 0.21
Rh
0.56 0.64 0.13
Rh
0.56 0.24 0.71
Rh
0.67 0.94 0.38
Rh
0.67 0.93 0.97
Rh
0.53 0.43 0.88
Rh
0.53 0.44 0.47","Invalid structure: lengths=3, angles=0, species=0"
8867," the lattice vectors:0.77 1.00 0.27
D.H.C.
0.79 0.07 0.64
D.H.C.
0.79 0.37 0.38
D.H.C.
0.44 0.07 0.38
D.H.C.
0.44 0.37 0.64
O
0.73 0.27 0.56
O
0.73 0.17 0.46
O
0.49 0.27 0.46
O
0.49 0.17 0.56
O
0.71 0.92 0.70
O
0.71 0.52 0.32
O
0.46 0.92 0.32
O
0.46 0.52 0.70","Invalid structure: lengths=3, angles=0, species=0"
8977," the
0.36 0.59 0.87
Tl
0.95 0.46 0.59
Tl
0.58 0.83 0.59
Tl
0.68 0.96 0.09
Tl
0.30 0.33 0.09
O
0.56 0.57 0.36
O
0.60 0.57 0.89
O
0.98 0.07 0.36
O
0.96 0.07 0.89
O
0.38 0.79 0.39
O
0.37 0.79 0.86
O
0.70 0.29 0.89
O
0.70 0.29 0.36","Invalid structure: lengths=3, angles=0, species=0"
8986," of.58 0.58 
90.1
90.56
0.20 0.18 0.52
P
0.99 0.96 0.66
P
0.78 0.40 0.37
Pd
0.69 0.98 0.15
Pd
0.08 0.38 0.88
Pd
0.57 0.80 0.60
S
0.72 0.18 0.33
S
0.95 0.28 0.63
S
0.56 0.32 0.63
S
0.63 0.66 0.11
S
0.16 0.71 0.40
S
0.02 0.84 0.89
S
0.28 0.92 0.68
S
0.48 0.44 0.35","Invalid structure: lengths=3, angles=0, species=0"
8989," the.47 0.47 1.00
Li
0.11 0.64 0.73
Li
0.61 0.14 0.23
Tb
0.86 0.89 0.47
Tb
0.36 0.39 0.47
Tb
0.36 0.89 0.97
Tb
0.86 0.39 0.97
Ir
0.61 0.14 0.73
Ir
0.61 0.64 0.23
Ir
0.11 0.14 0.23","Invalid structure: lengths=3, angles=0, species=0"
8995," the
0.36 0.31 1.00
Ta
0.75 0.30 0.19
Ta
0.25 0.80 0.70
Ta
0.56 0.61 0.49
Ta
0.05 0.11 0.98
Ta
0.96 0.49 0.69
Ta
0.45 0.99 0.20
Ta
0.66 0.80 0.98
Ta
0.15 0.30 0.48
Ta
0.96 0.99 0.69
Ta
0.45 0.49 0.19
Si
0.75 0.10 0.49
Si
0.25 0.60 0.99
Si
0.65 0.39 0.79
Si
0.15 0.89 0.29
Si
0.35 0.10 0.49
Pt
0.85 0.60 0.99
Pt
0.55 0.90 0.79
Pt
0.05 0.40 0.29","Invalid structure: lengths=3, angles=0, species=0"
