lengths,angles,species,coords
"[5.3, 5.3, 5.3]","[59.0, 59.0, 59.0]","['Ho', 'Tm', 'Mg', 'Mg']","[[0.96, 0.64, 0.68], [0.46, 0.14, 0.18], [0.71, 0.39, 0.43], [0.21, 0.89, 0.93]]"
"[5.1, 5.1, 5.1]","[59.0, 59.0, 59.0]","['Pm', 'Eu', 'Pt', 'Pt']","[[0.85, 0.37, 0.99], [0.35, 0.87, 0.49], [0.6, 0.12, 0.74], [0.1, 0.62, 0.24]]"
"[6.5, 6.5, 5.4]","[90.0, 90.0, 120.0]","['In', 'In', 'In', 'In', 'Ga', 'Ga', 'Ga', 'Ga', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']","[[0.35, 0.86, 0.42], [0.18, 0.36, 0.42], [0.85, 0.02, 0.42], [0.52, 0.72, 0.92], [0.21, 0.72, 0.92], [0.52, 0.05, 0.92], [0.88, 0.39, 0.92], [0.82, 0.72, 0.92], [0.21, 0.86, 0.13], [0.16, 0.38, 0.13], [0.85, 0.05, 0.13], [0.52, 0.69, 0.63], [0.55, 0.01, 0.63], [0.88, 0.35, 0.63], [0.84, 0.72, 0.61], [0.18, 0.37, 0.61]]"
"[3.0, 3.0, 3.0]","[90.0, 90.0, 90.0]","['Ti', 'Os']","[[0.16, 0.35, 0.02], [0.66, 0.85, 0.52]]"
"[3.9, 3.9, 6.8]","[90.0, 90.0, 119.0]","['Sm', 'Sm', 'S', 'O', 'O']","[[0.41, 0.4, 0.96], [0.08, 0.73, 0.52], [0.75, 0.07, 0.24], [0.41, 0.4, 0.59], [0.08, 0.73, 0.89]]"
"[4.8, 4.8, 9.4]","[90.0, 90.0, 120.0]","['K', 'K', 'Hg', 'Hg', 'Sb', 'Sb']","[[0.39, 0.67, 0.89], [0.39, 0.67, 0.39], [0.73, 0.34, 0.14], [0.06, 0.0, 0.64], [0.06, 0.0, 0.14], [0.73, 0.34, 0.64]]"
"[7.2, 7.2, 7.2]","[119.0, 119.0, 90.0]","['Ba', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb', 'Pb']","[[0.84, 0.73, 0.38], [0.59, 0.11, 0.63], [0.09, 0.34, 0.38], [0.43, 0.61, 0.38], [0.26, 0.84, 0.38], [0.76, 0.19, 0.38], [0.34, 0.23, 0.88], [0.76, 0.82, 0.01], [0.13, 0.13, 0.66], [0.65, 0.3, 0.01], [0.28, 0.65, 0.75], [0.9, 0.26, 0.75], [0.37, 0.04, 0.01]]"
"[7.1, 7.1, 6.6]","[75.0, 75.0, 48.0]","['Sr', 'Sr', 'U', 'U', 'U', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.47, 0.75, 0.74], [0.08, 0.36, 0.38], [0.78, 0.05, 0.56], [0.4, 0.68, 0.23], [0.15, 0.43, 0.89], [0.59, 0.87, 0.41], [0.97, 0.24, 0.71], [0.36, 0.16, 0.22], [0.19, 0.95, 0.9], [0.68, 0.46, 0.9], [0.87, 0.65, 0.22], [0.28, 0.55, 0.56], [0.09, 0.86, 0.56], [0.47, 0.25, 0.56]]"
"[3.7, 3.7, 6.2]","[90.0, 90.0, 90.0]","['Cr', 'Cr', 'Fe', 'Fe', 'As', 'As']","[[0.12, 0.21, 0.16], [0.62, 0.71, 0.43], [0.62, 0.21, 0.79], [0.12, 0.71, 0.79], [0.62, 0.71, 0.03], [0.12, 0.21, 0.56]]"
"[0.69, 0.64, 0.64]",[],[],[]
"[4.1, 4.1, 13.9]","[90.0, 90.0, 120.0]","['Zn', 'In', 'In', 'S', 'S', 'S', 'S']","[[0.23, 0.66, 0.46], [0.57, 0.32, 0.81], [0.9, 0.99, 0.11], [0.57, 0.32, 0.53], [0.9, 0.99, 0.39], [0.9, 0.99, 0.82], [0.57, 0.32, 0.1]]"
"[5.4, 5.4, 5.2]","[90.0, 90.0, 119.0]","['Zr', 'Zr', 'Zr', 'Zr', 'Cu', 'Cu']","[[0.85, 0.88, 0.66], [0.18, 0.54, 0.66], [0.52, 0.21, 0.66], [0.52, 0.54, 0.16], [0.19, 0.87, 0.16], [0.85, 0.21, 0.16]]"
"[4.6, 4.6, 4.6]","[59.0, 59.0, 59.0]","['Zr', 'Zn', 'Pd', 'Pd']","[[0.86, 0.59, 0.72], [0.36, 0.09, 0.22], [0.61, 0.34, 0.47], [0.11, 0.84, 0.97]]"
"[8.0, 8.0, 8.0]","[59.0, 59.0, 59.0]","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Cd', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']","[[0.73, 0.16, 0.62], [0.73, 0.16, 0.12], [0.23, 0.16, 0.12], [0.73, 0.66, 0.62], [0.23, 0.66, 0.62], [0.23, 0.66, 0.12], [0.23, 0.16, 0.62], [0.48, 0.41, 0.87], [0.98, 0.41, 0.87], [0.48, 0.91, 0.87], [0.48, 0.41, 0.37], [0.48, 0.91, 0.37], [0.98, 0.91, 0.37], [0.98, 0.41, 0.37], [0.98, 0.91, 0.87]]"
"[6.2, 6.2, 6.2]","[138.0, 138.0, 59.0]","['Si', 'P', 'Au']","[[0.4, 0.31, 0.67], [0.7, 0.61, 0.67], [0.1, 0.01, 0.67]]"
"[7.5, 7.5, 7.5]","[56.0, 56.0, 56.0]","['Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Sn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.6, 0.52, 0.4], [0.91, 0.83, 0.71], [0.21, 0.13, 0.01], [0.3, 0.61, 0.89], [0.79, 0.01, 0.2], [0.1, 0.33, 0.51], [0.15, 0.94, 0.81], [0.51, 0.89, 0.84], [0.17, 0.34, 0.16], [0.61, 0.57, 0.95], [0.32, 0.22, 0.55], [0.75, 0.05, 0.02], [0.91, 0.5, 0.23], [0.78, 0.25, 0.61], [0.42, 0.65, 0.36], [0.01, 0.94, 0.49], [0.63, 0.81, 0.31], [0.02, 0.39, 0.71]]"
"[9.5, 9.5, 6.3]","[90.0, 90.0, 119.0]","['Ce', 'Ce', 'Ce', 'Ce', 'Ce', 'Ce', 'Mn', 'Mn', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.82, 0.19, 0.6], [0.59, 0.19, 0.1], [0.21, 0.81, 0.6], [0.21, 0.58, 0.1], [0.59, 0.58, 0.6], [0.82, 0.81, 0.1], [0.21, 0.19, 0.35], [0.21, 0.19, 0.85], [0.47, 0.19, 0.6], [0.94, 0.19, 0.1], [0.21, 0.45, 0.6], [0.21, 0.93, 0.1], [0.94, 0.93, 0.6], [0.47, 0.45, 0.1], [0.55, 0.86, 0.35], [0.88, 0.53, 0.35], [0.88, 0.53, 0.85], [0.55, 0.86, 0.85]]"
"[7.3, 7.3, 7.3]","[33.0, 33.0, 33.0]","['Hg', 'Hg', 'Se', 'S']","[[0.56, 0.17, 0.4], [0.06, 0.68, 0.91], [0.43, 0.05, 0.28], [0.93, 0.55, 0.78]]"
"[5.5, 5.5, 5.5]","[90.0, 90.0, 90.0]","['Cs', 'In', 'Cl', 'Cl', 'Cl']","[[0.4, 0.78, 0.63], [0.9, 0.28, 0.13], [0.9, 0.78, 0.13], [0.9, 0.28, 0.63], [0.4, 0.28, 0.13]]"
"[7.3, 7.3, 7.3]","[147.0, 147.0, 46.0]","['Cs', 'Cs', 'Pb', 'O', 'O', 'O']","[[0.29, 0.67, 0.4], [0.99, 0.37, 0.4], [0.64, 0.02, 0.4], [0.14, 0.02, 0.9], [0.64, 0.52, 0.9], [0.47, 0.85, 0.4]]"
"[6.6, 6.6, 7.1]","[81.0, 81.0, 120.0]","['Cu', 'Cu', 'Cu', 'P', 'Se', 'Se', 'S', 'S']","[[0.09, 0.84, 0.27], [0.75, 0.18, 0.27], [0.42, 0.52, 0.27], [0.62, 0.37, 0.01], [0.31, 0.09, 0.03], [0.99, 0.43, 0.03], [0.75, 0.84, 0.16], [0.42, 0.18, 0.43]]"
"[4.2, 8.2, 11.4]","[90.0, 90.0, 90.0]","['Sn', 'Sn', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br']","[[0.79, 0.61, 0.69], [0.29, 0.11, 0.19], [0.29, 0.42, 0.84], [0.79, 0.3, 0.54], [0.29, 0.8, 0.34], [0.79, 0.92, 0.04], [0.79, 0.04, 0.69], [0.29, 0.68, 0.69], [0.79, 0.18, 0.19], [0.29, 0.54, 0.19]]"
"[4.0, 4.0, 6.8]","[90.0, 90.0, 90.0]","['Gd', 'Gd', 'Co', 'Co', 'Si', 'Si']","[[0.54, 0.09, 0.94], [0.04, 0.59, 0.56], [0.54, 0.59, 0.25], [0.04, 0.09, 0.25], [0.54, 0.09, 0.41], [0.04, 0.59, 0.09]]"
"[5.0, 5.1, 7.7]","[108.0, 101.0, 100.0]","['Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Cr', 'Cr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.74, 0.04, 0.3], [0.95, 0.45, 0.39], [0.03, 0.64, 0.11], [0.13, 0.84, 0.49], [0.25, 0.25, 0.21], [0.54, 0.64, 0.6], [0.34, 0.24, 0.71], [0.64, 0.85, 0.99], [0.44, 0.44, 0.9], [0.84, 0.04, 0.8], [0.58, 0.23, 0.05], [0.88, 0.66, 0.85], [0.65, 0.44, 0.43], [0.78, 0.85, 0.16], [0.97, 0.02, 0.64], [0.09, 0.24, 0.95], [0.3, 0.62, 0.75], [0.42, 0.85, 0.26], [0.2, 0.43, 0.53], [0.49, 0.05, 0.86]]"
"[7.1, 7.1, 7.1]","[109.0, 109.0, 109.0]","['Sc', 'Sc', 'Sc', 'Sc', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru']","[[0.53, 0.74, 0.33], [0.53, 0.24, 0.83], [0.03, 0.74, 0.83], [0.03, 0.24, 0.33], [0.22, 0.43, 0.83], [0.83, 0.74, 0.14], [0.53, 0.05, 0.14], [0.83, 0.05, 0.83], [0.22, 0.74, 0.52], [0.53, 0.43, 0.52], [0.28, 0.99, 0.33], [0.28, 0.24, 0.08], [0.03, 0.99, 0.58], [0.78, 0.24, 0.58], [0.78, 0.49, 0.33], [0.03, 0.49, 0.08], [0.53, 0.74, 0.83]]"
"[7.3, 7.3, 3.8]","[90.0, 90.0, 119.0]","['Er', 'Er', 'Er', 'Ni', 'Ni', 'Ni', 'Sn', 'Sn', 'Sn']","[[0.37, 0.57, 0.07], [0.97, 0.77, 0.07], [0.77, 0.17, 0.07], [0.37, 0.17, 0.07], [0.71, 0.83, 0.57], [0.04, 0.5, 0.57], [0.63, 0.43, 0.57], [0.37, 0.9, 0.57], [0.11, 0.17, 0.57]]"
"[6.7, 6.7, 6.7]","[59.0, 59.0, 59.0]","['Rb', 'Rb', 'Rb', 'Sb', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.95, 0.77, 0.08], [0.45, 0.27, 0.58], [0.2, 0.02, 0.33], [0.7, 0.52, 0.83], [0.97, 0.79, 0.56], [0.97, 0.25, 0.6], [0.43, 0.79, 0.6], [0.97, 0.25, 0.09], [0.43, 0.25, 0.09], [0.43, 0.79, 0.09]]"
"[2.7, 2.7, 4.3]","[90.0, 90.0, 120.0]","['Ir', 'Rh']","[[0.05, 0.69, 0.99], [0.72, 0.02, 0.49]]"
"[0.11, 0.1, 0.6]",[],[],[]
"[6.1, 6.1, 6.2]","[60.0, 60.0, 60.0]","['Ba', 'Sr', 'Ce', 'W', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.75, 0.71, 0.41], [0.25, 0.21, 0.91], [0.5, 0.46, 0.16], [0.0, 0.96, 0.66], [0.76, 0.19, 0.91], [0.23, 0.72, 0.42], [0.76, 0.19, 0.42], [0.23, 0.72, 0.91], [0.73, 0.7, 0.95], [0.26, 0.21, 0.38]]"
"[5.5, 6.9, 7.4]","[90.0, 90.0, 90.0]","['Tb', 'Tb', 'Tb', 'Tb', 'Si', 'Si', 'Si', 'Si', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[[0.46, 0.26, 0.44], [0.25, 0.26, 0.94], [0.75, 0.76, 0.38], [0.96, 0.76, 0.88], [0.75, 0.26, 0.8], [0.96, 0.26, 0.3], [0.46, 0.76, 0.03], [0.25, 0.76, 0.53], [0.01, 0.06, 0.6], [0.7, 0.46, 0.1], [0.2, 0.56, 0.23], [0.51, 0.96, 0.73], [0.2, 0.96, 0.23], [0.51, 0.56, 0.73], [0.01, 0.46, 0.6], [0.7, 0.06, 0.1]]"
"[90.0, 90.0, 90.0]",[],[],[]
"[4.8, 4.8, 4.8]","[90.0, 90.0, 90.0]","['Li', 'Li', 'Li', 'Cr', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.83, 0.87, 0.63], [0.33, 0.87, 0.13], [0.33, 0.37, 0.63], [0.83, 0.37, 0.13], [0.1, 0.15, 0.39], [0.09, 0.65, 0.36], [0.09, 0.61, 0.91], [0.63, 0.61, 0.36], [0.07, 0.12, 0.88], [0.6, 0.12, 0.34]]"
"[6.3, 6.3, 6.3]","[59.0, 59.0, 59.0]","['Rb', 'Rb', 'Na', 'Nb', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.82, 0.35, 0.81], [0.32, 0.85, 0.31], [0.07, 0.6, 0.06], [0.57, 0.1, 0.56], [0.81, 0.86, 0.8], [0.33, 0.86, 0.8], [0.33, 0.34, 0.32], [0.33, 0.34, 0.8], [0.81, 0.86, 0.32], [0.81, 0.34, 0.32]]"
"[4.3, 4.3, 5.3]","[90.0, 90.0, 119.0]","['Fe', 'Fe', 'Fe', 'Sn']","[[0.58, 0.74, 0.13], [0.58, 0.74, 0.63], [0.91, 0.41, 0.38], [0.25, 0.08, 0.88]]"
"[5.4, 5.4, 5.4]","[139.0, 139.0, 59.0]","['Sc', 'Sc', 'Co', 'Si', 'Si']","[[0.4, 0.79, 0.1], [0.65, 0.54, 0.6], [0.9, 0.29, 0.1], [0.03, 0.92, 0.6], [0.27, 0.16, 0.6]]"
"[4.0, 4.0, 4.0]","[90.0, 90.0, 90.0]","['La', 'Mo', 'N', 'N', 'N']","[[0.26, 0.95, 0.14], [0.76, 0.45, 0.64], [0.76, 0.95, 0.64], [0.76, 0.45, 0.14], [0.26, 0.45, 0.64]]"
"[7.3, 7.3, 7.4]","[86.0, 86.0, 107.0]","['Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Pb', 'Pb', 'Pb', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.91, 0.26, 0.21], [0.91, 0.86, 0.06], [0.56, 0.91, 0.71], [0.01, 0.92, 0.56], [0.47, 0.46, 0.88], [0.47, 0.82, 0.21], [0.03, 0.38, 0.71], [0.43, 0.38, 0.4], [0.03, 0.44, 0.96], [0.21, 0.7, 0.85], [0.14, 0.58, 0.45], [0.67, 0.58, 0.21], [0.74, 0.2, 0.71], [0.22, 0.17, 0.98], [0.67, 0.17, 0.45], [0.74, 0.64, 0.71], [0.21, 0.21, 0.5], [0.59, 0.63, 0.43]]"
"[5.7, 5.7, 5.7]","[138.0, 138.0, 60.0]","['Sm', 'Cu', 'Cu', 'Si', 'Si']","[[0.27, 0.48, 0.59], [0.52, 0.23, 0.09], [0.02, 0.73, 0.09], [0.64, 0.85, 0.59], [0.89, 0.1, 0.59]]"
"[4.9, 4.9, 4.9]","[59.0, 59.0, 59.0]","['Zr', 'Nb', 'Co', 'Co', 'Co', 'Co']","[[0.45, 0.76, 0.65], [0.2, 0.51, 0.4], [0.82, 0.13, 0.52], [0.82, 0.63, 0.02], [0.32, 0.13, 0.02], [0.82, 0.13, 0.02]]"
"[8.4, 8.4, 8.4]","[112.0, 109.0, 106.0]","['Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Ga', 'Ga', 'Ni', 'Ni', 'Ni', 'Ni']","[[0.88, 0.61, 0.93], [0.02, 0.14, 0.54], [0.48, 0.61, 0.54], [0.41, 0.14, 0.93], [0.64, 0.66, 0.2], [0.26, 0.09, 0.27], [0.64, 0.09, 0.64], [0.26, 0.66, 0.83], [0.78, 0.01, 0.05], [0.12, 0.74, 0.42], [0.78, 0.38, 0.42], [0.12, 0.36, 0.05], [0.96, 0.87, 0.73], [0.46, 0.37, 0.73], [0.8, 0.37, 0.09], [0.1, 0.37, 0.38], [0.58, 0.99, 0.23], [0.32, 0.75, 0.23]]"
"[6.0, 6.0, 6.0]","[58.0, 58.0, 58.0]","['Ag', 'Ag', 'Bi', 'Bi', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.61, 0.11, 0.1], [0.11, 0.61, 0.6], [0.84, 0.34, 0.32], [0.34, 0.84, 0.82], [0.23, 0.23, 0.96], [0.98, 0.95, 0.51], [0.48, 0.73, 0.46], [0.73, 0.45, 0.96], [0.98, 0.46, 0.18], [0.48, 0.96, 0.68]]"
"[5.9, 5.9, 5.9]","[119.0, 119.0, 91.0]","['Sr', 'Mg', 'Mg', 'Mg', 'Ge', 'Ge', 'N', 'N', 'N', 'N']","[[0.11, 0.62, 0.27], [0.61, 0.62, 0.27], [0.61, 0.12, 0.77], [0.11, 0.12, 0.77], [0.61, 0.12, 0.27], [0.11, 0.12, 0.27], [0.85, 0.38, 0.75], [0.38, 0.85, 0.29], [0.87, 0.91, 0.75], [0.42, 0.38, 0.75]]"
"[4.9, 4.9, 7.7]","[87.0, 87.0, 65.0]","['Pd', 'Pd', 'Se', 'Se', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.62, 0.93, 0.68], [0.62, 0.93, 0.18], [0.99, 0.29, 0.47], [0.25, 0.57, 0.97], [0.93, 0.23, 0.66], [0.31, 0.64, 0.71], [0.31, 0.64, 0.16], [0.93, 0.23, 0.21], [0.88, 0.71, 0.42], [0.85, 0.77, 0.92], [0.4, 0.17, 0.92], [0.38, 0.19, 0.42]]"
"[7.1, 7.1, 7.1]","[59.0, 59.0, 59.0]","['Re', 'Re', 'Re', 'Re', 'As', 'As', 'As', 'As', 'As', 'S', 'S', 'S', 'S']","[[0.06, 0.98, 0.5], [0.65, 0.38, 0.5], [0.65, 0.98, 0.91], [0.65, 0.98, 0.5], [0.26, 0.58, 0.1], [0.85, 0.17, 0.1], [0.85, 0.58, 0.69], [0.85, 0.58, 0.1], [0.35, 0.08, 0.6], [0.42, 0.75, 0.77], [0.42, 0.75, 0.27], [0.42, 0.25, 0.27], [0.92, 0.25, 0.77]]"
"[7.3, 7.3, 7.3]","[59.0, 59.0, 59.0]","['Rb', 'Rb', 'W', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']","[[0.14, 0.46, 0.43], [0.64, 0.96, 0.93], [0.89, 0.21, 0.18], [0.66, 0.44, 0.95], [0.12, 0.44, 0.95], [0.66, 0.98, 0.41], [0.12, 0.98, 0.41], [0.12, 0.98, 0.95], [0.66, 0.44, 0.41]]"
"[0.3, 0.3, 0.3]","[90.0, 90.0, 90.0]","['Li', 'Li', 'Dy', 'Dy', 'Dy', 'Dy', 'Rh', 'Rh']","[[0.7, 0.71, 0.61], [0.2, 0.21, 0.61], [0.7, 0.21, 0.3], [0.2, 0.71, 0.92], [0.2, 0.71, 0.3], [0.7, 0.21, 0.92], [0.2, 0.21, 0.11], [0.7, 0.71, 0.11]]"
"[7.0, 7.0, 8.8]","[52.0, 52.0, 27.0]","['Mn', 'Mn', 'Mn', 'Mn', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au']","[[0.22, 0.72, 0.33], [0.7, 0.19, 0.01], [0.01, 0.5, 0.63], [0.49, 0.98, 0.3], [0.87, 0.37, 0.66], [0.54, 0.03, 0.93], [0.85, 0.35, 0.34], [0.17, 0.66, 0.7], [0.15, 0.65, 0.99], [0.45, 0.95, 0.61], [0.54, 0.03, 0.3], [0.77, 0.28, 0.98]]"
"[4.9, 4.9, 4.9]","[59.0, 59.0, 59.0]","['Tb', 'Mg', 'Au', 'Au']","[[0.35, 0.33, 0.38], [0.85, 0.83, 0.88], [0.1, 0.08, 0.13], [0.6, 0.58, 0.63]]"
"[6.7, 6.7, 6.7]","[122.0, 122.0, 85.0]","['Ba', 'Ba', 'Si', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.17, 0.12, 0.61], [0.92, 0.37, 0.11], [0.75, 0.55, 0.67], [0.53, 0.94, 0.05], [0.55, 0.96, 0.55], [0.34, 0.57, 0.17], [0.91, 0.83, 0.6], [0.55, 0.11, 0.11], [0.21, 0.82, 0.77], [0.87, 0.81, 0.01], [0.89, 0.82, 0.3], [0.47, 0.38, 0.8], [0.54, 0.68, 0.61], [0.18, 0.39, 0.1], [0.23, 0.42, 0.51], [0.5, 0.78, 0.17], [0.57, 0.17, 0.67], [0.79, 0.13, 0.27]]"
"[7.6, 7.6, 7.6]","[59.0, 59.0, 59.0]","['Rb', 'Rb', 'In', 'Ga', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']","[[0.41, 0.87, 0.64], [0.91, 0.37, 0.14], [0.66, 0.12, 0.89], [0.16, 0.62, 0.39], [0.38, 0.4, 0.17], [0.94, 0.4, 0.61], [0.94, 0.84, 0.61], [0.94, 0.84, 0.17], [0.38, 0.4, 0.61], [0.38, 0.84, 0.17]]"
"[3.7, 6.4, 6.5]","[65.0, 90.0, 90.0]","['Hf', 'Ti', 'Se', 'Se', 'Se', 'Se']","[[0.24, 0.11, 0.44], [0.74, 0.11, 0.94], [0.74, 0.35, 0.21], [0.24, 0.34, 0.68], [0.24, 0.86, 0.18], [0.74, 0.86, 0.7]]"
"[4.6, 10.1, 15.3]","[90.0, 90.0, 90.0]","['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'As', 'As', 'As', 'As', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","[[0.98, 0.18, 0.17], [0.48, 0.36, 0.01], [0.98, 0.68, 0.51], [0.98, 0.04, 0.8], [0.48, 0.8, 0.3], [0.98, 0.54, 0.29], [0.48, 0.3, 0.79], [0.48, 0.47, 0.67], [0.48, 0.86, 0.67], [0.98, 0.97, 0.51], [0.48, 0.97, 0.01], [0.98, 0.47, 0.91], [0.48, 0.54, 0.17], [0.98, 0.3, 0.51], [0.48, 0.04, 0.51], [0.98, 0.8, 0.17], [0.98, 0.68, 0.8], [0.48, 0.18, 0.29], [0.48, 0.69, 0.01], [0.98, 0.19, 0.67], [0.98, 0.18, 0.01], [0.48, 0.68, 0.67], [0.48, 0.02, 0.79], [0.98, 0.82, 0.3], [0.98, 0.52, 0.49], [0.48, 0.32, 0.49], [0.48, 0.32, 0.91], [0.0, 0.0, 0.0]]"
"[4.2, 5.5, 5.5]","[120.0, 113.0, 90.0]","['Tb', 'Tb', 'Mg', 'Mg', 'Ni', 'Ni']","[[0.61, 0.92, 0.13], [0.02, 0.34, 0.95], [0.82, 0.63, 0.54], [0.32, 0.92, 0.54], [0.32, 0.34, 0.54], [0.32, 0.63, 0.04]]"
"[7.5, 7.5, 7.5]","[92.0, 92.0, 153.0]","['Sr', 'Sr', 'Sr', 'Sr', 'In', 'In', 'N', 'N']","[[0.35, 0.54, 0.55], [0.29, 0.86, 0.79], [0.67, 0.59, 0.85], [0.0, 0.23, 0.93], [0.65, 0.91, 0.19], [0.03, 0.98, 0.49], [0.51, 0.78, 0.6], [0.17, 0.1, 0.01]]"
"[6.8, 6.8, 6.8]","[145.0, 145.0, 49.0]","['Eu', 'Cr', 'Cr', 'As', 'As']","[[0.96, 0.28, 0.53], [0.71, 0.53, 0.03], [0.21, 0.03, 0.03], [0.6, 0.92, 0.53], [0.32, 0.64, 0.53]]"
"[4.9, 4.9, 8.2]","[90.0, 90.0, 120.0]","['Nb', 'Nb', 'Nb', 'Nb', 'Al', 'Al', 'Al', 'Al', 'Zn', 'Zn', 'Zn', 'Zn']","[[0.93, 0.71, 0.6], [0.59, 0.04, 0.46], [0.59, 0.04, 0.09], [0.93, 0.71, 0.96], [0.26, 0.38, 0.53], [0.26, 0.38, 0.03], [0.43, 0.71, 0.78], [0.43, 0.21, 0.78], [0.93, 0.21, 0.78], [0.09, 0.05, 0.28], [0.09, 0.54, 0.28], [0.6, 0.55, 0.28]]"
"[5.1, 5.1, 8.3]","[90.0, 90.0, 120.0]","['Ho', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge']","[[0.42, 0.1, 0.08], [0.92, 0.6, 0.84], [0.92, 0.1, 0.84], [0.42, 0.6, 0.84], [0.92, 0.6, 0.34], [0.92, 0.1, 0.34], [0.42, 0.6, 0.34], [0.42, 0.1, 0.74], [0.42, 0.1, 0.43], [0.75, 0.77, 0.59], [0.09, 0.44, 0.59], [0.75, 0.77, 0.08], [0.09, 0.44, 0.08]]"
"[2.8, 2.8, 2.8]","[90.0, 90.0, 90.0]","['Be', 'Rh']","[[0.59, 0.78, 0.66], [0.09, 0.28, 0.16]]"
"[4.7, 6.6, 6.6]","[97.0, 111.0, 68.0]","['Sm', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Re', 'Re']","[[0.04, 0.37, 0.36], [0.77, 0.15, 0.58], [0.31, 0.6, 0.13], [0.53, 0.14, 0.12], [0.53, 0.6, 0.58], [0.53, 0.37, 0.86], [0.03, 0.37, 0.86], [0.53, 0.87, 0.36], [0.03, 0.87, 0.36], [0.66, 0.73, 0.99], [0.39, 0.01, 0.72], [0.03, 0.73, 0.72], [0.03, 0.01, 0.99]]"
"[6.6, 6.6, 6.6]","[120.0, 119.0, 89.0]","['K', 'Rb', 'Rb', 'Zr', 'O', 'O', 'F', 'F', 'F', 'F', 'F']","[[0.63, 0.14, 0.48], [0.38, 0.4, 0.98], [0.13, 0.64, 0.48], [0.86, 0.88, 0.98], [0.03, 0.14, 0.98], [0.62, 0.73, 0.98], [0.63, 0.15, 0.02], [0.12, 0.15, 0.46], [0.63, 0.63, 0.49], [0.12, 0.63, 0.97], [0.88, 0.89, 0.48]]"
"[5.6, 5.6, 9.3]","[73.0, 73.0, 60.0]","['Pr', 'Pr', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au', 'Au']","[[0.88, 0.49, 0.34], [0.38, 0.99, 0.84], [0.26, 0.86, 0.25], [0.76, 0.36, 0.75], [0.0, 0.61, 0.93], [0.5, 0.11, 0.43], [0.44, 0.43, 0.09], [0.94, 0.93, 0.59], [0.82, 0.05, 0.09], [0.32, 0.55, 0.59]]"
